Handle,Title,Family,Type,Metal,Colors,Family partner?,Picks
omnia-serena-pink-heart-shaped-stud-earrings-with-high-quality-zircon-stones-in-rhodium-plated,Omnia Serena Pink Heart-Shaped Stud Earrings with High-Quality Zircon Stones in Rhodium Plated,serena,earrings,white,clear pink,yes,Omnia Serena White Mabel Pearl Halo Ring with Multi-Color Zircon Accents in Brass with Gold Plated Finish (9260*) | Louise Pink Necklace In 925 Silver High Quality Simulated Diamond (3540) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Kareenah Pink Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3420)
omnia-helen-cushion-cut-drop-earrings-with-pink-zircon-in-high-quality-rhodium-plated-2,Omnia Helen Cushion Cut Drop Earrings with Pink Zircon in High Quality Rhodium Plated,helen,earrings,white,clear pink,no,Louise Pink Necklace In 925 Silver High Quality Simulated Diamond (3540) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Annie Pink Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (3460) | Kareenah Pink Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3420)
omnia-avery-square-cut-drop-earrings-with-white-zircon-in-high-quality-rhodium-plated,Omnia Avery Square Cut Drop Earrings with White Zircon in High-Quality Rhodium Plated,avery,earrings,white,clear white,no,Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3480) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-helen-cushion-cut-drop-earrings-with-yellow-zircon-in-high-quality-rhodium-plated,Omnia Helen Cushion Cut Drop Earrings with Yellow Zircon in High Quality Rhodium Plated,helen,earrings,white,clear yellow,no,Alara Yellow Butterfly Pendant Necklace in 925 Silver With High Quality Simulated Diamonds (3480) | Omnia Asiya Yellow Bracelet In 925 Silver High Quality Simulated diamonds (3440) | Isabell Yellow and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kaylie Yellow Tiger Brooch With High Quality Simulated Diamonds in 925 Silver (3260)
omnia-pink-golden-halo-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Pink Golden Halo Stud Earrings in High-Quality Zircon Stone in Rhodium Plated,high,earrings,white,clear pink,yes,Heart Red Necklace 925 Silver In High Quality Simulated diamonds (11280*) | Omnia Silver Rose Brooch in 92.5 Silver with High Quality Simulated Diamonds (11060*) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Annie Pink Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (3460)
omnia-hazel-pink-floral-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Hazel Pink Floral Stud Earrings in High-Quality Zircon Stone in Rhodium Plated,hazel,earrings,white,clear pink,no,Louise Pink Necklace In 925 Silver High Quality Simulated Diamond (3540) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Annie Pink Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (3460) | Kareenah Pink Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3420)
omnia-natalie-gold-cushion-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Natalie Gold Cushion Stud Earrings in High-Quality Zircon Stone in Rhodium Plated,natalie,earrings,white,clear,no,Omnia Alreem Necklace in 92.5 Silver In High Quality CZ Zircon Stone (3340) | Omnia Amnah Ring Accessories in High Quality Zircon Stone Rhodium Plated (3260) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3240) | Omnia Iqlim Golden Bangle and Ring With Rhodium Plated In High Quality Zircon Stone (3220)
omnia-natalie-white-cushion-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Natalie White Cushion Stud Earrings in High-Quality Zircon Stone in Rhodium Plated (only available in KSA),natalie,earrings,white,clear white,no,Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3480) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-natalie-emerald-cushion-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Natalie Emerald Cushion Stud Earrings in High-Quality Zircon Stone in Rhodium Plated,natalie,earrings,white,clear green,no,Ingela Emerald-Cut Moissanite Necklace 8x10mm (4CT) With GRA Certificate in 925 Sterling Silver (3540) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3500) | Aryana White Emerald Cut Ring in 925 Silver With High Quality Simulated Diamonds (3460) | Nymeria Emerald Green Brooch with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3320)
omnia-abigail-turquoise-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Abigail Turquoise Stud Earrings in High-Quality Zircon Stone in Rhodium Plated,abigail,earrings,white,blue clear,no,Omnia Louise Turquoise Necklace In 925 Silver High Quality Simulated Diamonds (3540) | Omnia Louise Blue Bracelet In 92.5 Silver High Quality Simulated Diamonds (3440) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3400) | Alani Baby Blue Brooch with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3260)
omnia-abigail-green-crystal-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Abigail Green Crystal Stud Earrings in High-Quality Zircon Stone in Rhodium Plated,abigail,earrings,white,clear green,no,Aretha Green Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3540) | Omnia Maysun Bracelet In 925 Silver High Quality Green Simulated Diamonds (3500) | Adesina Green Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3460) | Nymeria Emerald Green Brooch with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3320)
omnia-abigail-white-crystal-stud-earrings-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Abigail White Crystal Stud Earrings in High-Quality Zircon Stone in Rhodium Plated,abigail,earrings,white,clear white,no,Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3480) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440) | Amor White Cushion Cut Ring in 925 Silver With High Quality Simulated Diamonds (3400) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3360)
omnia-rima-drop-earrings-in-high-quality-purple-and-white-zircon-stone-in-rhodium-plated-with-classic-teardrop-design,Omnia Rima Drop Earrings in High-Quality Purple and White Zircon Stone in Rhodium Plated with Classic Teardrop Design,rima,earrings,white,clear purple white,no,Omnia Faryal Oval Purple Pendant Necklace in 92.5 Silver with High Quality Simulated Diamonds (3540) | Omnia Sia Pink Coral Floral Brooch in 925 Silver High Quality Purple and White Simulated Diamonds (3520) | Omnia Faryal Oval Purple Stone Ring in 92.5 Silver with High Quality Simulated Diamonds (3460) | Bahja Golden White Moissanite With GRA Certified Bracelet in 925 Silver RD4.5mm (3440)
omnia-pearl-butterfly-necklace-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Pearl Butterfly Necklace in 92.5 Silver with High Quality Simulated Diamonds,high,necklace,white,clear pearl,yes,Omnia Pearl Butterfly Earrings in 92.5 Silver with High Quality Simulated Diamonds (15680*) | Omnia Silver Rose Brooch in 92.5 Silver with High Quality Simulated Diamonds (11120*) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3560) | Avalina Fresh Water Pearl Ring in 925 Silver with High-Quality Simulated Diamonds (3520)
omnia-coral-butterfly-necklace-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Coral Butterfly Necklace in 92.5 Silver with High Quality Simulated Diamonds,coral,necklace,white,clear,yes,Omnia Coral Butterfly Brooch in 925 Silver with High Quality Simulated Diamonds (15180*) | Alara Yellow Butterfly Clip Earrings in 925 Silver With High Quality Simulated Diamonds (3420) | Omnia Dana Butterfly Ring in 92.5 Silver High Quality Simulated Diamonds (3320) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3300)
omnia-pearl-butterfly-earrings-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Pearl Butterfly Earrings in 92.5 Silver with High Quality Simulated Diamonds,high,earrings,white,clear pearl,yes,Omnia Pearl Butterfly Necklace in 92.5 Silver with High Quality Simulated Diamonds (15660*) | Omnia Silver Rose Brooch in 92.5 Silver with High Quality Simulated Diamonds (11120*) | Eleniya Pearl and Pink Diamond Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3560) | Avalina Fresh Water Pearl Ring in 925 Silver with High-Quality Simulated Diamonds (3520)
omnia-coral-butterfly-brooch-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Coral Butterfly Brooch in 925 Silver with High Quality Simulated Diamonds,coral,brooch,white,clear,yes,Omnia Coral Butterfly Necklace in 92.5 Silver with High Quality Simulated Diamonds (15400*) | Alara Yellow Butterfly Clip Earrings in 925 Silver With High Quality Simulated Diamonds (3420) | Omnia Dana Butterfly Ring in 92.5 Silver High Quality Simulated Diamonds (3320) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3300)
omnia-silver-rose-brooch-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Silver Rose Brooch in 92.5 Silver with High Quality Simulated Diamonds,high,brooch,white,clear,yes,Omnia Rose White Drop Earrings in 925 Silver with High Quality Simulated Diamonds (15360*) | Heart Red Necklace 925 Silver In High Quality Simulated diamonds (11340*) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3300) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3260)
omnia-luxury-simulated-diamond-mesh-bracelet-in-92-5-pure-silver-with-high-quality-simulated-diamonds,Omnia Luxury Simulated Diamond Mesh Bracelet in 92.5 Pure Silver with High Quality Simulated Diamonds,simulated,bracelet,white,clear,no,Margaret Royal Diamond Necklace with Certificate & Premium Simulated Diamonds in 925 Sterling Silver (3400) | Abir Blue Drop Earrings with Premium Simulated Diamonds in 925 Sterling Silver (3360) | Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (3260) | Aya Shine Dragon Design Multicolor Bangle in 925 Silver with High-Quality Simulated Diamonds (3220)
omnia-royal-pearl-necklace-and-bracelet-set-with-ruby-red-accents-and-high-quality-simulated-diamonds,Omnia Royal Pearl Necklace and Bracelet Set with Ruby-Red Accents and High-Quality Simulated Diamonds,royal,set,!! NONE,clear pearl red,no,Omnia Nayeli Floral Halo Ring with Ruby Red Simulated Diamonds in 925 Silver (7580) | Abla Red Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (7520) | Avalina Fresh Water Pearl Ring in 925 Silver with High-Quality Simulated Diamonds (7520) | Catriona Red Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (7520)
omnia-nisrine-green-bridal-full-set-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Nisrine Green Luxury Bridal Full Set in High Quality Zircon Stone Rhodium Plated,nisrine,set,white,clear green,no,Adesina Green Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9460) | Destiny Green Ring with Certified Premium Simulated Diamonds in 925 Sterling Silver (9460) | Kamili Green Ring with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (9460) | Omnia Damiyah Emerald Green Floral Silver Ring in 925 Silver with High Quality Simulated Diamonds (9460)
omnia-reman-blue-bridal-full-set-in-high-quality-zircon-stone-in-rhodium-plated,Omnia Reman Blue Bridal Full Set in High Quality Zircon Stone in Rhodium Plated,reman,set,white,blue clear,no,Abla Blue Floral Ring in 925 Silver with Marquise and Pear-Cut High-Quality Simulated Diamonds (9460) | Isabell Blue and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (9460) | Omnia Aleyna Royal Blue Stone Silver RIng in 925 Silver with High Quality Simulated Diamonds (9460) | Omnia Jovie Royal Blue Princess Cut Statement Ring in 92.5 Silver with High-Quality Simulated Diamonds (9460)
omnia-marwa-yellow-bridal-full-set-in-high-quality-zircon-stone-rhodium-plated,Omnia Marwa Yellow Bridal Full Set in High Quality Zircon Stone Rhodium Plated(size 18 only available in ksa),marwa,set,white,clear yellow,no,Isabell Yellow and White Pear Cut Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Kiana Yellow Flower Design Ring With High Quality Simulated Diamonds in 925 Silver (9400) | Lorena Yellow and White Ring in 925 Silver With High Quality Simulated Diamonds (9400) | Marielle Pink and Yellow Pear-Cut Ring in 925 Silver with Premium Simulated Diamond (9400)
omnia-floral-halo-earrings-with-ruby-red-simulated-diamonds-in-92-5-silver,Omnia Nayeli Floral Halo Earrings with Ruby Red Simulated Diamonds in 925 Silver,nayeli,earrings,white,clear red,yes,Omnia Nayeli Floral Halo Ring with Ruby Red Simulated Diamonds in 925 Silver (15700*) | Alodia Ruby Red Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3660) | Ayeisa Woven Red Leather Bracelet with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3560) | Isalyn Ruby Red Bangle with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3540)
omnia-amani-chandelier-earrings-with-emerald-green-simulated-diamonds-in-92-5-silver,Omnia Amani Chandelier Earrings with Emerald Green Simulated Diamonds in 925 Silver,amani,earrings,white,clear green,no,Vionelle Emerald Green Radiant Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3620) | Aretha Green Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3600) | Omnia Damiyah Emerald Green Floral Silver Ring in 925 Silver with High Quality Simulated Diamonds (3580) | Nymeria Emerald Green Brooch with High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3440)
omnia-celeste-bow-design-bangle-in-92-5-silver-with-high-quality-simulated-diamonds-and-intricate-detailing,Omnia Celeste Bow Design Bangle in 925 Silver with High-Quality Simulated Diamonds and Intricate Detailing,celeste,bangle,white,clear,yes,Omnia Celeste Bow Necklace in 925 Silver with High-Quality Simulated Diamonds and Elegant Geometric Detailing (11400*) | Omnia Celeste White Mabel Pearl Halo Stud Earrings with Blue Sapphire Accents in Brass with Gold Plated Finish (8300*) | Omnia Celeste White Mabel Pearl Halo Ring with Blue Sapphire Accents in Brass with Gold Plated Finish (8200*) | Ameliora Emerald Cut Bracelet with Premium Simulated Diamonds and Certificate in 925 Sterling Silver (3300)
omnia-mich-pure-white-solitaire-ring-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Mich Pure White Solitaire Ring in 92.5 Silver with High-Quality Simulated Diamonds,mich,ring,white,clear white,no,Adah Round White Earrings With High Quality Simulated Diamonds in 925 Silver (3560) | Adah Round White Pendant Necklace With High Quality Simulated Diamonds in 925 Silver (3540) | Omnia Anisa White Bracelet in 925 Silver with High Quality Simulated Diamonds (3500) | Kareenah White Open Cuff Ring in 925 Silver with Premium Simulated Diamonds (3420)
omnia-jovie-royal-blue-princess-cut-statement-ring-in-92-5-silver-with-high-quality-simulated-diamonds,Omnia Jovie Royal Blue Princess Cut Statement Ring in 92.5 Silver with High-Quality Simulated Diamonds,jovie,ring,white,blue clear,no,Abir Blue Drop Earrings with Premium Simulated Diamonds in 925 Sterling Silver (3620) | Alani Baby Blue Necklace with Certified Premium Simulated Diamonds in 925 Sterling Silver (3600) | Omnia Louise Blue Bracelet In 92.5 Silver High Quality Simulated Diamonds (3560) | Alani Baby Blue Brooch with Certified High-Quality Premium Simulated Diamonds in 925 Sterling Silver (3380)
